raw_data_name,data_type,cleaned_name
"Taiwan, Deflator, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, Goods, Index",,"Taiwan, Deflator, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, Goods, Index, LCU"
"Taiwan, Deflator, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, Goods, SA, Index",,"Taiwan, Deflator, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, Goods, SA, Index, LCU"
"Taiwan, Deflator, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, Services, Index",,"Taiwan, Deflator, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, Services, Index, LCU"
"Taiwan, Deflator, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, Services, SA, Index",,"Taiwan, Deflator, Expenditure, Net Exports of Goods and Services, Exports of Goods and Services, Services, SA, Index, LCU"
"Taiwan, Deflator, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, Goods, Index",,"Taiwan, Deflator, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, Goods, Index, LCU"
"Taiwan, Deflator, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, Goods, SA, Index",,"Taiwan, Deflator, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, Goods, SA, Index, LCU"
"Taiwan, Deflator, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, Services, Index",,"Taiwan, Deflator, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, Services, Index, LCU"
"Taiwan, Deflator, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, Services, SA, Index",,"Taiwan, Deflator, Expenditure, Net Exports of Goods and Services, Imports of Goods and Services, Services, SA, Index, LCU"
"Taiwan, NGDP, Activity, % YoY",p,"Taiwan, NGDP, Activity, LCU, % YoY"
"Taiwan, NGDP, Activity, Import Duties, % YoY",p,"Taiwan, NGDP, Activity, Import Duties, LCU, % YoY"
"Taiwan, NGDP, Activity, Import Duties, TWD bn",b,"Taiwan, NGDP, Activity, Import Duties, LCU"
"Taiwan, NGDP, Activity, Primary, % YoY",p,"Taiwan, NGDP, Activity, Primary, LCU, % YoY"
"Taiwan, NGDP, Activity, Primary, Agriculture, % YoY",p,"Taiwan, NGDP, Activity, Primary, Agriculture, LCU, % YoY"
"Taiwan, NGDP, Activity, Primary, Agriculture, TWD bn",b,"Taiwan, NGDP, Activity, Primary, Agriculture, LCU"
"Taiwan, NGDP, Activity, Primary, Mining, % YoY",p,"Taiwan, NGDP, Activity, Primary, Mining, LCU, % YoY"
"Taiwan, NGDP, Activity, Primary, Mining, TWD bn",b,"Taiwan, NGDP, Activity, Primary, Mining, LCU"
"Taiwan, NGDP, Activity, Primary, TWD bn",b,"Taiwan, NGDP, Activity, Primary, LCU"
"Taiwan, NGDP, Activity, Secondary, % YoY",p,"Taiwan, NGDP, Activity, Secondary, LCU, % YoY"
"Taiwan, NGDP, Activity, Secondary, Construction, % YoY",p,"Taiwan, NGDP, Activity, Secondary, Construction, LCU, % YoY"
"Taiwan, NGDP, Activity, Secondary, Construction, TWD bn",b,"Taiwan, NGDP, Activity, Secondary, Construction, LCU"
"Taiwan, NGDP, Activity, Secondary, Manufacturing, % YoY",p,"Taiwan, NGDP, Activity, Secondary, Manufacturing, LCU, % YoY"
"Taiwan, NGDP, Activity, Secondary, Manufacturing, TWD bn",b,"Taiwan, NGDP, Activity, Secondary, Manufacturing, LCU"
"Taiwan, NGDP, Activity, Secondary, TWD bn",b,"Taiwan, NGDP, Activity, Secondary, LCU"
"Taiwan, NGDP, Activity, Secondary, Utilities, % YoY",p,"Taiwan, NGDP, Activity, Secondary, Utilities, LCU, % YoY"
"Taiwan, NGDP, Activity, Secondary, Utilities, Electricity and gas, % YoY",p,"Taiwan, NGDP, Activity, Secondary, Utilities, Electricity and gas, LCU, % YoY"
"Taiwan, NGDP, Activity, Secondary, Utilities, Electricity and gas, TWD bn",b,"Taiwan, NGDP, Activity, Secondary, Utilities, Electricity and gas, LCU"
"Taiwan, NGDP, Activity, Secondary, Utilities, TWD bn",b,"Taiwan, NGDP, Activity, Secondary, Utilities, LCU"
"Taiwan, NGDP, Activity, Secondary, Utilities, Water supply, % YoY",p,"Taiwan, NGDP, Activity, Secondary, Utilities, Water supply, LCU, % YoY"
"Taiwan, NGDP, Activity, Secondary, Utilities, Water supply, TWD bn",b,"Taiwan, NGDP, Activity, Secondary, Utilities, Water supply, LCU"
"Taiwan, NGDP, Activity, TWD bn",b,"Taiwan, NGDP, Activity, LCU"
"Taiwan, NGDP, Activity, Tertiary, % YoY",p,"Taiwan, NGDP, Activity, Tertiary, LCU, % YoY"
"Taiwan, NGDP, Activity, Tertiary, Accommodation and food services, % YoY",p,"Taiwan, NGDP, Activity, Tertiary, Accommodation and food services, LCU, % YoY"
"Taiwan, NGDP, Activity, Tertiary, Accommodation and food services, TWD bn",b,"Taiwan, NGDP, Activity, Tertiary, Accommodation and food services, LCU"
"Taiwan, NGDP, Activity, Tertiary, Arts, sports and recreation, % YoY",p,"Taiwan, NGDP, Activity, Tertiary, Arts, sports and recreation, LCU, % YoY"
"Taiwan, NGDP, Activity, Tertiary, Arts, sports and recreation, TWD bn",b,"Taiwan, NGDP, Activity, Tertiary, Arts, sports and recreation, LCU"
"Taiwan, NGDP, Activity, Tertiary, Business, % YoY",p,"Taiwan, NGDP, Activity, Tertiary, Business, LCU, % YoY"
"Taiwan, NGDP, Activity, Tertiary, Business, TWD bn",b,"Taiwan, NGDP, Activity, Tertiary, Business, LCU"
"Taiwan, NGDP, Activity, Tertiary, Consumer, % YoY",p,"Taiwan, NGDP, Activity, Tertiary, Consumer, LCU, % YoY"
"Taiwan, NGDP, Activity, Tertiary, Consumer, TWD bn",b,"Taiwan, NGDP, Activity, Tertiary, Consumer, LCU"
"Taiwan, NGDP, Activity, Tertiary, Education, % YoY",p,"Taiwan, NGDP, Activity, Tertiary, Education, LCU, % YoY"
"Taiwan, NGDP, Activity, Tertiary, Education, TWD bn",b,"Taiwan, NGDP, Activity, Tertiary, Education, LCU"
"Taiwan, NGDP, Activity, Tertiary, Financial and insurance, % YoY",p,"Taiwan, NGDP, Activity, Tertiary, Financial and insurance, LCU, % YoY"
"Taiwan, NGDP, Activity, Tertiary, Financial and insurance, TWD bn",b,"Taiwan, NGDP, Activity, Tertiary, Financial and insurance, LCU"
"Taiwan, NGDP, Activity, Tertiary, Human health and social work, % YoY",p,"Taiwan, NGDP, Activity, Tertiary, Human health and social work, LCU, % YoY"
"Taiwan, NGDP, Activity, Tertiary, Human health and social work, TWD bn",b,"Taiwan, NGDP, Activity, Tertiary, Human health and social work, LCU"
"Taiwan, NGDP, Activity, Tertiary, Information and communication, % YoY",p,"Taiwan, NGDP, Activity, Tertiary, Information and communication, LCU, % YoY"
"Taiwan, NGDP, Activity, Tertiary, Information and communication, TWD bn",b,"Taiwan, NGDP, Activity, Tertiary, Information and communication, LCU"
"Taiwan, NGDP, Activity, Tertiary, Other services, % YoY",p,"Taiwan, NGDP, Activity, Tertiary, Other services, LCU, % YoY"
"Taiwan, NGDP, Activity, Tertiary, Other services, TWD bn",b,"Taiwan, NGDP, Activity, Tertiary, Other services, LCU"
"Taiwan, NGDP, Activity, Tertiary, Professional, scientific and technical services, % YoY",p,"Taiwan, NGDP, Activity, Tertiary, Professional, scientific and technical services, LCU, % YoY"
"Taiwan, NGDP, Activity, Tertiary, Professional, scientific and technical services, TWD bn",b,"Taiwan, NGDP, Activity, Tertiary, Professional, scientific and technical services, LCU"
"Taiwan, NGDP, Activity, Tertiary, Public administration, defence and social security, % YoY",p,"Taiwan, NGDP, Activity, Tertiary, Public administration, defence and social security, LCU, % YoY"
"Taiwan, NGDP, Activity, Tertiary, Public administration, defence and social security, TWD bn",b,"Taiwan, NGDP, Activity, Tertiary, Public administration, defence and social security, LCU"
"Taiwan, NGDP, Activity, Tertiary, Real estate, % YoY",p,"Taiwan, NGDP, Activity, Tertiary, Real estate, LCU, % YoY"
"Taiwan, NGDP, Activity, Tertiary, Real estate, TWD bn",b,"Taiwan, NGDP, Activity, Tertiary, Real estate, LCU"
"Taiwan, NGDP, Activity, Tertiary, Support services, % YoY",p,"Taiwan, NGDP, Activity, Tertiary, Support services, LCU, % YoY"
"Taiwan, NGDP, Activity, Tertiary, Support services, TWD bn",b,"Taiwan, NGDP, Activity, Tertiary, Support services, LCU"
"Taiwan, NGDP, Activity, Tertiary, TWD bn",b,"Taiwan, NGDP, Activity, Tertiary, LCU"
"Taiwan, NGDP, Activity, Tertiary, Transport and storage, % YoY",p,"Taiwan, NGDP, Activity, Tertiary, Transport and storage, LCU, % YoY"
"Taiwan, NGDP, Activity, Tertiary, Transport and storage, TWD bn",b,"Taiwan, NGDP, Activity, Tertiary, Transport and storage, LCU"
"Taiwan, NGDP, Activity, Tertiary, Wholesale and retail, % YoY",p,"Taiwan, NGDP, Activity, Tertiary, Wholesale and retail, LCU, % YoY"
"Taiwan, NGDP, Activity, Tertiary, Wholesale and retail, TWD bn",b,"Taiwan, NGDP, Activity, Tertiary, Wholesale and retail, LCU"
"Taiwan, NGDP, Activity, Total excluding statistical disrepancy, % YoY",p,"Taiwan, NGDP, Activity, Total excluding statistical disrepancy, LCU, % YoY"
"Taiwan, NGDP, Activity, Total excluding statistical disrepancy, TWD bn",b,"Taiwan, NGDP, Activity, Total excluding statistical disrepancy, LCU"
"Taiwan, NGDP, Activity, Total excluding taxes and statistical discrepancy, % YoY",p,"Taiwan, NGDP, Activity, Total excluding taxes and statistical discrepancy, LCU, % YoY"
"Taiwan, NGDP, Activity, Total excluding taxes and statistical discrepancy, TWD bn",b,"Taiwan, NGDP, Activity, Total excluding taxes and statistical discrepancy, LCU"
"Taiwan, NGDP, Activity, Value-Added Tax, % YoY",p,"Taiwan, NGDP, Activity, Value-Added Tax, LCU, % YoY"
"Taiwan, NGDP, Activity, Value-Added Tax, TWD bn",b,"Taiwan, NGDP, Activity, Value-Added Tax, LCU"
"Taiwan, NGDP, Expenditure, % SAAR",p,"Taiwan, NGDP, Expenditure, % SAAR, LCU"
"Taiwan, NGDP, Expenditure, % YoY",p,"Taiwan, NGDP, Expenditure, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Government Consumption, % SAAR",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Government Consumption, % SAAR, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Government Consumption, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Government Consumption, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Government Consumption, SA, % QoQ",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Government Consumption, LCU, % QoQ, SA"
"Taiwan, NGDP, Expenditure, Domestic Demand, Government Consumption, SA, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Government Consumption, LCU, SA"
"Taiwan, NGDP, Expenditure, Domestic Demand, Government Consumption, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Government Consumption, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, % SAAR",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, % SAAR, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, % YoY.1",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, % YoY.1, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, % YoY.2",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, % YoY.2, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Construction, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Construction, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Construction, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Construction, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Government, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Government, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Government, Construction, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Government, Construction, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Government, Construction, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Government, Construction, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Government, Intellectual Property Products, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Government, Intellectual Property Products, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Government, Intellectual Property Products, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Government, Intellectual Property Products, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Government, Other Machinery and Equipment, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Government, Other Machinery and Equipment, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Government, Other Machinery and Equipment, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Government, Other Machinery and Equipment, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Government, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Government, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Government, Transport Equipment, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Government, Transport Equipment, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Government, Transport Equipment, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Government, Transport Equipment, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Intellectual Property Products, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Intellectual Property Products, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Intellectual Property Products, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Intellectual Property Products, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Other Machinery and Equipment, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Other Machinery and Equipment, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Other Machinery and Equipment, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Other Machinery and Equipment, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Construction, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Construction, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Construction, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Construction, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Intellectual Property Products, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Intellectual Property Products, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Intellectual Property Products, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Intellectual Property Products, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Other Machinery and Equipment, % YoY",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Other Machinery and Equipment, LCU, % YoY"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Other Machinery and Equipment, TWD bn",b,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, Other Machinery and Equipment, LCU"
"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, SA, % QoQ",p,"Taiwan, NGDP, Expenditure, Domestic Demand, Gross Capital Formation, Gross Fixed Capital Formation, Private, LCU, % QoQ, SA"
